1.000000e+02 2.205283e+00 2.011390e+01
2.000000e+02 3.213273e+00 1.818025e+01
3.000000e+02 1.795311e+00 1.087706e+01
4.000000e+02 8.404901e-01 6.441283e+00
5.000000e+02 9.751674e-01 4.143796e+00
6.000000e+02 8.965628e-01 3.933343e+00
7.000000e+02 8.476176e-01 3.952661e+00
8.000000e+02 8.002830e-01 4.064682e+00
9.000000e+02 7.514349e-01 4.103969e+00
1.000000e+03 7.167932e-01 4.202217e+00
1.100000e+03 6.778572e-01 4.220280e+00
1.200000e+03 6.713592e-01 4.395515e+00
1.300000e+03 6.270908e-01 4.199949e+00
1.400000e+03 6.916675e-01 4.658635e+00
1.500000e+03 5.759083e-01 4.174118e+00
1.600000e+03 6.618781e-01 4.650955e+00
1.700000e+03 5.398388e-01 4.153256e+00
1.800000e+03 5.263942e-01 4.245050e+00
1.900000e+03 6.930627e-01 5.019541e+00
2.000000e+03 4.816223e-01 4.290315e+00
2.100000e+03 5.070702e-01 4.292850e+00
2.200000e+03 4.428565e-01 3.879211e+00
2.300000e+03 4.434740e-01 4.057158e+00
2.400000e+03 1.340740e+00 8.406032e+00
2.500000e+03 1.090253e+00 6.820237e+00
2.600000e+03 1.037194e+00 6.211046e+00
2.700000e+03 1.016230e+00 5.957818e+00
2.800000e+03 1.008953e+00 6.011919e+00
2.900000e+03 9.901038e-01 5.829127e+00
3.000000e+03 9.884673e-01 6.126049e+00
3.100000e+03 9.582340e-01 5.728213e+00
3.200000e+03 9.239358e-01 5.519379e+00
3.300000e+03 8.855390e-01 5.311499e+00
3.400000e+03 8.766096e-01 5.459263e+00
3.500000e+03 8.209402e-01 5.101632e+00
3.600000e+03 7.363341e-01 5.090727e+00
3.700000e+03 6.663034e-01 4.461881e+00
3.800000e+03 5.904792e-01 4.111401e+00
3.900000e+03 5.480662e-01 3.992763e+00
4.000000e+03 5.277672e-01 3.957737e+00
4.100000e+03 4.900809e-01 3.796893e+00
4.200000e+03 4.760253e-01 3.769304e+00
4.300000e+03 4.821849e-01 3.693381e+00
4.400000e+03 4.550316e-01 3.701703e+00
4.500000e+03 4.399413e-01 3.651050e+00
4.600000e+03 4.465741e-01 3.765723e+00
4.700000e+03 4.227691e-01 3.593882e+00
4.800000e+03 3.716625e-01 3.405429e+00
4.900000e+03 3.280524e-01 3.246873e+00
5.000000e+03 3.239729e-01 3.133045e+00
5.100000e+03 3.254649e-01 3.012505e+00
5.200000e+03 2.908188e-01 2.960462e+00
5.300000e+03 2.811802e-01 2.881156e+00
5.400000e+03 2.748439e-01 2.837671e+00
5.500000e+03 2.698638e-01 2.761605e+00
5.600000e+03 2.814279e-01 2.714402e+00
5.700000e+03 2.702125e-01 2.678524e+00
5.800000e+03 2.627590e-01 2.689820e+00
5.900000e+03 2.380685e-01 2.606062e+00
6.000000e+03 2.369227e-01 2.575693e+00
6.100000e+03 2.496384e-01 2.526739e+00
6.200000e+03 2.500726e-01 2.491970e+00
6.300000e+03 2.419524e-01 2.488247e+00
6.400000e+03 2.382062e-01 2.427386e+00
6.500000e+03 2.383822e-01 2.421517e+00
6.600000e+03 2.351210e-01 2.373098e+00
6.700000e+03 2.283855e-01 2.359405e+00
6.800000e+03 2.274190e-01 2.374321e+00
6.900000e+03 2.121835e-01 2.325719e+00
7.000000e+03 2.182103e-01 2.269704e+00
7.100000e+03 2.205810e-01 2.274697e+00
7.200000e+03 2.230538e-01 2.321744e+00
7.300000e+03 2.104223e-01 2.297641e+00
7.400000e+03 2.024704e-01 2.222729e+00
7.500000e+03 2.078968e-01 2.254059e+00
7.600000e+03 1.963566e-01 2.209050e+00
7.700000e+03 2.016147e-01 2.197607e+00
7.800000e+03 2.167839e-01 2.174751e+00
7.900000e+03 1.873318e-01 2.174901e+00
8.000000e+03 1.964581e-01 2.169213e+00
8.100000e+03 1.822824e-01 2.168852e+00
8.200000e+03 1.955847e-01 2.124586e+00
8.300000e+03 1.879254e-01 2.122331e+00
8.400000e+03 1.934309e-01 2.105619e+00
8.500000e+03 1.904861e-01 2.082426e+00
8.600000e+03 1.786695e-01 2.082556e+00
8.700000e+03 1.812342e-01 2.077451e+00
8.800000e+03 1.739211e-01 2.049735e+00
8.900000e+03 1.741431e-01 2.053481e+00
9.000000e+03 1.584690e-01 2.020405e+00
9.100000e+03 1.552071e-01 2.006700e+00
9.200000e+03 1.637306e-01 1.989393e+00
9.300000e+03 1.631931e-01 1.975654e+00
9.400000e+03 1.592964e-01 1.964293e+00
9.500000e+03 1.652992e-01 1.950314e+00
9.600000e+03 1.571694e-01 1.940935e+00
9.700000e+03 1.553481e-01 1.941812e+00
9.800000e+03 1.555736e-01 1.932404e+00
9.900000e+03 1.454290e-01 1.900229e+00
1.000000e+04 1.529484e-01 1.877410e+00
1.010000e+04 1.481361e-01 1.872051e+00
1.020000e+04 1.439066e-01 1.863320e+00
1.030000e+04 1.457604e-01 1.857184e+00
1.040000e+04 1.476184e-01 1.835519e+00
1.050000e+04 1.494704e-01 1.842045e+00
1.060000e+04 1.392067e-01 1.815386e+00
1.070000e+04 1.371063e-01 1.802573e+00
1.080000e+04 1.393122e-01 1.805705e+00
1.090000e+04 1.322998e-01 1.771625e+00
1.100000e+04 1.307251e-01 1.765836e+00
1.110000e+04 1.327492e-01 1.753066e+00
1.120000e+04 1.306817e-01 1.749011e+00
1.130000e+04 1.306551e-01 1.729446e+00
1.140000e+04 1.307479e-01 1.721663e+00
1.150000e+04 1.299811e-01 1.718907e+00
1.160000e+04 1.277017e-01 1.696421e+00
1.170000e+04 1.294548e-01 1.691209e+00
1.180000e+04 1.265363e-01 1.674348e+00
1.190000e+04 1.266161e-01 1.663325e+00
1.200000e+04 1.253429e-01 1.660928e+00
1.210000e+04 1.248381e-01 1.639833e+00
1.220000e+04 1.242801e-01 1.628032e+00
1.230000e+04 1.260649e-01 1.641957e+00
1.240000e+04 1.237454e-01 1.615856e+00
1.250000e+04 1.231976e-01 1.604671e+00
1.260000e+04 1.238452e-01 1.585945e+00
1.270000e+04 1.217264e-01 1.577098e+00
1.280000e+04 1.238803e-01 1.567339e+00
1.290000e+04 1.258411e-01 1.575192e+00
1.300000e+04 1.212045e-01 1.553542e+00
1.310000e+04 1.210273e-01 1.542554e+00
1.320000e+04 1.218584e-01 1.541153e+00
1.330000e+04 1.194325e-01 1.521503e+00
1.340000e+04 1.197180e-01 1.516338e+00
1.350000e+04 1.215361e-01 1.517582e+00
1.360000e+04 1.195368e-01 1.500844e+00
1.370000e+04 1.189606e-01 1.488430e+00
1.380000e+04 1.193711e-01 1.486047e+00
1.390000e+04 1.188158e-01 1.474327e+00
1.400000e+04 1.210326e-01 1.464103e+00
1.410000e+04 1.183198e-01 1.454128e+00
1.420000e+04 1.184053e-01 1.450476e+00
1.430000e+04 1.181404e-01 1.442285e+00
1.440000e+04 1.181025e-01 1.441261e+00
1.450000e+04 1.179788e-01 1.426504e+00
1.460000e+04 1.179069e-01 1.419836e+00
1.470000e+04 1.189451e-01 1.419038e+00
1.480000e+04 1.196966e-01 1.404837e+00
1.490000e+04 1.175741e-01 1.397604e+00
