-1.000000e+00 -1.000000e+00 5.399135e-31 4.192423e-06
-9.900000e-01 -1.000000e+00 1.376856e-16 -1.395844e-04
-9.800000e-01 -1.000000e+00 2.704935e-16 -1.187419e-04
-9.700000e-01 -1.000000e+00 3.937191e-16 -5.907899e-05
-9.600000e-01 -1.000000e+00 5.029971e-16 -1.764946e-05
-9.500000e-01 -1.000000e+00 5.944560e-16 -7.414032e-06
-9.400000e-01 -1.000000e+00 6.648561e-16 -1.825790e-05
-9.300000e-01 -1.000000e+00 7.117034e-16 -3.282425e-05
-9.200000e-01 -1.000000e+00 7.333381e-16 -3.659858e-05
-9.100000e-01 -1.000000e+00 7.289941e-16 -2.267081e-05
-9.000000e-01 -1.000000e+00 6.988250e-16 7.641982e-06
-8.900000e-01 -1.000000e+00 6.438997e-16 4.677705e-05
-8.800000e-01 -1.000000e+00 5.661639e-16 8.404842e-05
-8.700000e-01 -1.000000e+00 4.683715e-16 1.088178e-04
-8.600000e-01 -1.000000e+00 3.539869e-16 1.130837e-04
-8.500000e-01 -1.000000e+00 2.270620e-16 9.322996e-05
-8.400000e-01 -1.000000e+00 9.209337e-17 5.085999e-05
-8.300000e-01 -1.000000e+00 -4.613773e-17 -7.308219e-06
-8.200000e-01 -1.000000e+00 -1.827344e-16 -7.051097e-05
-8.100000e-01 -1.000000e+00 -3.128575e-16 -1.259147e-04
-8.000000e-01 -1.000000e+00 -4.318976e-16 -1.612571e-04
-7.900000e-01 -1.000000e+00 -5.356375e-16 -1.676692e-04
-7.800000e-01 -1.000000e+00 -6.204021e-16 -1.420102e-04
-7.700000e-01 -1.000000e+00 -6.831887e-16 -8.804138e-05
-7.600000e-01 -1.000000e+00 -7.217730e-16 -1.598513e-05
-7.500000e-01 -1.000000e+00 -7.347881e-16 5.957029e-05
-7.400000e-01 -1.000000e+00 -7.217730e-16 1.229835e-04
-7.300000e-01 -1.000000e+00 -6.831887e-16 1.612643e-04
-7.200000e-01 -1.000000e+00 -6.204021e-16 1.671870e-04
-7.100000e-01 -1.000000e+00 -5.356375e-16 1.409599e-04
-7.000000e-01 -1.000000e+00 -4.318976e-16 8.999255e-05
-6.900000e-01 -1.000000e+00 -3.128575e-16 2.683108e-05
-6.800000e-01 -1.000000e+00 -1.827344e-16 -3.415362e-05
-6.700000e-01 -1.000000e+00 -4.613773e-17 -8.040045e-05
-6.600000e-01 -1.000000e+00 9.209337e-17 -1.041245e-04
-6.500000e-01 -1.000000e+00 2.270620e-16 -1.038423e-04
-6.400000e-01 -1.000000e+00 3.539869e-16 -8.411617e-05
-6.300000e-01 -1.000000e+00 4.683715e-16 -5.369037e-05
-6.200000e-01 -1.000000e+00 5.661639e-16 -2.263465e-05
-6.100000e-01 -1.000000e+00 6.438997e-16 6.436746e-07
-6.000000e-01 -1.000000e+00 6.988250e-16 1.166771e-05
-5.900000e-01 -1.000000e+00 7.289941e-16 1.083705e-05
-5.800000e-01 -1.000000e+00 7.333381e-16 2.854235e-06
-5.700000e-01 -1.000000e+00 7.117034e-16 -5.129097e-06
-5.600000e-01 -1.000000e+00 6.648561e-16 -6.058671e-06
